architecture:science:cost
["B","D","F","G",""]:0.0755741532743:2549.49880202
["F","FL","","G",""]:0.0811343717169:2932.11731455
["H","I","C","","G"]:0.0393982071048:1927.25505723
["E","","","","BEH"]:0.0550453446527:2028.65060025
["BK","","","","IJ"]:0.0631090011651:1329.24174535
["DL","B","","L",""]:0.0880665070898:1961.09601283
["","G","","KL","K"]:0.0826002283125:1120.5235396
["","A","D","E","D"]:0.0262300081504:2512.29150209
["","","I","GJ","E"]:0.0172038654369:2277.57752335
["DF","D","","I",""]:0.017097242003:3215.97032529
["F","I","","I","E"]:0.0570182958235:2917.8273701
["DE","","EI","",""]:0.0072947800388:3461.2298207
["F","","L","","BH"]:0.147915171582:1690.83229193
["E","","DH","","E"]:0.01192881:2153.17455261
["L","B","G","","F"]:0.123858478191:2080.59377936
["","CF","D","","F"]:0.0401999478957:3866.94425868
["","","EFI","I","A"]:0.031590667508:3342.91254524
["F","GI","","","AI"]:0.0940444335812:3210.67657008
["C","","B","EI","D"]:0.0119915181147:3292.93188504
["","BF","D","A","C"]:0.038153171873:3117.69030466
["A","J","","I","CI"]:0.0879436884302:3023.9170945
["F","HJ","","","BH"]:0.134480655138:1894.54474517
["CE","BI","I","",""]:0.0248103351086:3892.18242986
["G","J","B","DF",""]:0.0856891778875:2753.7471058
["D","FJ","","J","I"]:0.0696930808211:3218.29873594
["AG","C","F","","I"]:0.108909043782:2919.19563008
["I","CD","C","","D"]:0.0157916701063:4076.42065118
["","","F","ADF","G"]:0.0555271357614:3201.98221562
["B","J","G","I","E"]:0.0961192514724:2384.16285423
["D","","DE","D","C"]:0.00597990327512:4152.90855774
["C","","F","E","DE"]:0.0518359997219:3991.17618655
["G","L","","CJ","J"]:0.128911800643:2710.20274727
["G","J","A","L","I"]:0.162539720381:2150.84080494
["I","BF","CE","",""]:0.0459840023185:4220.13634668
["","D","EI","","DI"]:0.011944661584:3710.58256388
["","L","B","","GHK"]:0.111354083988:1228.83392741
["CL","","","","CDE"]:0.0738245788581:3552.94958377
["J","","L","K","EF"]:0.116678251197:2939.35366716
["C","I","F","C","E"]:0.0529904840962:3554.603665
["G","I","I","D","I"]:0.0775320320277:3202.89600791
["K","","C","C","IJ"]:0.0471438008018:2416.87202763
["C","","F","K","FL"]:0.0610435586975:3281.52925453
["I","C","F","","DI"]:0.0636195318605:3580.96652047
["E","L","B","EL",""]:0.071079438125:2691.79953899
["G","","","CF","JL"]:0.102962507674:3385.98492665
["","C","JL","","GK"]:0.049392830959:2134.60875764
["CD","D","","D","D"]:0.00909893094137:4389.13941157
["","J","L","","FGK"]:0.119274075496:2597.7308785
["J","","I","CE","E"]:0.0647456789878:3846.43192094
["C","AL","","","JL"]:0.108482364178:2070.81952533
["L","G","","H","JK"]:0.117882580195:1581.73534834
["EI","","CI","AF",""]:0.0341519241134:4631.11192033
["FI","C","DF","E",""]:0.0425173087486:4482.03299189
["B","EI","B","DL",""]:0.0432919753524:3443.74871132
["","F","G","ACI","G"]:0.0482966944712:3743.62612374
["K","GI","EJ","A",""]:0.0234037356133:3173.69449581
["CDI","","EF","","B"]:0.0611597365439:4655.67824926
["I","DL","","BDI",""]:0.0176049218006:3535.09465832
["L","DF","K","K","F"]:0.0905225506936:3454.58135656
["","J","GJ","BG","D"]:0.0760750460948:2819.28824173
["","EI","FL","C","J"]:0.0899315997312:4240.08811352
["H","FG","","DI","J"]:0.0817008680989:3488.35254852
["","DGL","AI","E",""]:0.0231555105142:3552.02560292
["GL","","C","A","HJ"]:0.148575850948:2189.0855712
["F","","BD","I","BE"]:0.0701786196894:4214.12294889
["B","JK","L","G","F"]:0.147243963318:2785.13422297
["","CD","EF","","FK"]:0.0397285653187:5035.10324341
["A","","G","F","HJK"]:0.109161244069:2440.77395407
["FI","D","D","D","H"]:0.0628602741933:4190.92729276
["","BDEF","","CE",""]:0.0270621597839:5087.58392876
["EL","L","","","GJL"]:0.104636224436:2703.54510934
["I","AIK","","","DE"]:0.0317653510266:3650.35513138
["I","","","CEGL","J"]:0.106491998033:4288.91948923
["F","","C","HI","EF"]:0.0573971326424:4266.30075757
["L","AG","CI","","F"]:0.114166318016:3690.44016502
["F","AI","EF","J","F"]:0.0627323112265:5310.48915087
["FJ","E","","CL","GI"]:0.134664269326:4051.80628724
["EL","F","AG","","EF"]:0.114999913252:4223.72957524
["DEF","CEJ","J","",""]:0.0475933677642:5630.16433895
["GI","L","","H","CDK"]:0.0880041284003:3835.47693725
["EJ","B","","","CEFI"]:0.0874751116647:4922.55495792
["A","B","EJ","AE","F"]:0.0826480152893:4203.3657111
["I","E","","BH","CIK"]:0.036567474095:3472.38244723
["","L","AFGH","A","I"]:0.113615720583:3312.21362777
["","BEF","C","AL","J"]:0.115582006345:3957.8455528
["H","DFHL","","L","J"]:0.123927047576:3275.09165439
["K","C","F","CF","BC"]:0.0736692732613:4528.43038759
["J","B","C","DI","EI"]:0.101600363052:4168.82490649
["DI","EIJ","L","G",""]:0.106964408436:4004.53718163
["","EF","CDF","L","B"]:0.106079830048:5381.00297563
["J","F","K","GL","DE"]:0.141337812018:4088.49910135
["","BL","C","CJ","DE"]:0.0927828335166:4463.36292973
["","EJK","AB","IK",""]:0.0329724363425:2997.28197957
["","AEFK","DH","E",""]:0.0348572080792:4192.52454263
["B","L","BF","J","BG"]:0.122832874268:2976.96498176
["","G","ADE","EGL",""]:0.0875745911977:4541.217849
["HK","DI","F","L","I"]:0.139593603896:3682.93963403
["ABJ","CJ","","F","L"]:0.125153831279:3964.34313751
["K","","DI","L","ACL"]:0.0737880750304:3930.82325405
["C","DE","DF","E","L"]:0.0785799949003:5134.15008391
["BG","AE","","KL","H"]:0.158016627908:2712.36397427
["","L","F","BG","AIK"]:0.129684488615:3037.13390217
["G","BKL","D","AB",""]:0.103624250375:3005.32022513
["","DF","DJ","DG","D"]:0.0154616303709:4973.28946249
["E","A","DI","B","BEF"]:0.0543617045287:4587.68252915
["","IK","CG","CL","EK"]:0.0990662111807:3593.24240035
["FL","","C","AD","CGI"]:0.090318609761:5371.78858181
["ACI","","B","JL","BF"]:0.065623374098:4512.05496284
["E","CD","CEF","F","J"]:0.0885426301651:7002.86437727
["DFG","F","","ABL","E"]:0.0846602063537:5199.55157233
["","ABCL","AKL","D",""]:0.0824700918262:3863.32500096
["AGL","I","E","FGH",""]:0.132012753799:3811.97356385
["CE","CEG","CK","","H"]:0.0614461042732:6196.33824642
["HJ","CEK","G","E","L"]:0.139984813512:4515.04066559
["DF","D","","BFH","FG"]:0.0549839231428:5388.45388791
["L","AF","G","BF","FI"]:0.128594515804:4661.84460976
["A","ADIL","F","F","E"]:0.0718045074552:4912.44779077
["L","GI","","C","CFGK"]:0.102270866289:5090.47166359
["AB","L","A","C","EHJ"]:0.136643463499:3188.28122373
["","CEI","E","E","EGL"]:0.0902200408736:5945.94479999
["D","GIK","EH","DI",""]:0.0240083807705:4386.40101033
["","","F","AHI","CEIJ"]:0.0659094662322:4795.34455901
["CFI","","C","BD","CI"]:0.0639345968864:5880.06332407
["FG","GJK","K","I","L"]:0.129012578961:4297.8271876
["CH","IJ","F","CDJ",""]:0.0766166413365:4801.48388254
["FL","G","G","FL","CJ"]:0.110826592563:5173.65640615
["E","L","G","EFHJK",""]:0.0949631157854:3768.89079692
["BGH","L","A","L","CK"]:0.13117554385:2436.89176944
["F","BDFGHJ","D","",""]:0.0607115851294:4923.21273075
["AFI","D","ADJ","G",""]:0.0488997080614:4490.9646881
["EJ","GI","I","I","DF"]:0.0703124186336:5595.64208874
["F","","CEG","I","BEH"]:0.109057775881:5927.29995657
["E","ACK","","FI","DH"]:0.0536820193723:4870.10625143
["","ABCFK","C","G","L"]:0.0986708979698:4567.38345038
["G","L","J","KL","BHI"]:0.141498448707:2731.18910908
["F","CDE","J","AF","D"]:0.0550754240034:6403.45468996
["FGIL","BCDE","","",""]:0.0472003503334:5919.88084638
["CEH","AJ","C","HL","F"]:0.134389362175:5235.92393691
["CG","FGK","CL","CE",""]:0.115501640925:5997.18787475
["DJL","D","CJ","B","CE"]:0.0375343242342:6234.00506023
["BFL","FH","","BL","CJ"]:0.130153502453:4919.8368047
["FJKL","B","CF","D","J"]:0.0983860485775:5650.230521
["B","J","EFGJ","KL","H"]:0.161019961073:4249.3172045
["ADEIL","BD","E","","E"]:0.0312767746836:5499.60516026
["H","GH","CEI","DF","G"]:0.0484587654281:5346.87820708
["FK","DK","FG","G","BH"]:0.122100734395:4821.63911842
["AIK","A","AD","BE","C"]:0.0290810398828:4745.7387785
["DF","FL","CF","FJ","D"]:0.0680173156684:7234.08914605
["D","B","CHJ","AL","BF"]:0.11060069084:4566.68646918
["FI","","DI","ADF","EL"]:0.0905207893666:6214.87687561
["DGK","","ADEJ","FK",""]:0.0369994767231:5427.62397734
["J","ABCDG","","L","AH"]:0.15530988143:4382.08685514
["","I","DL","CIJK","EG"]:0.0462044023382:5035.11429855
["DL","BGK","","DF","KL"]:0.120526560174:4210.27766338
["BH","F","EF","AC","DG"]:0.083632058217:5515.47973978
["BE","B","DGH","G","CF"]:0.0756381899833:5765.63459064
["GJ","FH","","AE","BCI"]:0.115635517206:5501.89231767
["D","G","G","JL","BCJL"]:0.0822472992093:4855.05324633
["B","EJ","L","FJ","CFG"]:0.138409295401:5893.39939112
["ACD","F","DL","CJ","H"]:0.077554394634:6346.39890398
["E","BDEK","D","L","GK"]:0.0971546527355:4925.24929046
["EI","AB","ACF","","CJ"]:0.0959397046651:6040.61114947
["EI","E","","DF","ABEI"]:0.0545715414461:5859.12371485
["CDEL","K","D","","CHJ"]:0.069123570571:6298.96224813
["BFH","","DE","FGI","B"]:0.0759106140774:5461.11691539
["E","H","FGIL","A","AG"]:0.0766447501362:4177.06255176
["FK","GI","BI","FI","A"]:0.0723572551047:5197.57969397
["","J","KL","ABDGI","B"]:0.123265934778:3581.55832559
["J","I","DFGHI","L","I"]:0.153210838067:5054.35677195
["","BCEK","CFG","BI",""]:0.046480334493:6574.93868381
["EJ","GJ","IL","D","BI"]:0.127383355702:5312.46026518
["CEF","HJ","L","EH","D"]:0.139625879817:5459.20277479
["GL","E","A","BE","EFG"]:0.117292728184:5205.54808616
["GK","BJK","F","L","IK"]:0.173649056965:3867.6084957
["L","B","L","ADGH","AC"]:0.107176882048:3569.62500688
["CD","C","H","AE","CFIJ"]:0.0471050691251:7036.07522315
["B","","CF","CD","ACGHL"]:0.144648700486:6573.47206182
["AI","J","FGH","B","CDH"]:0.0996970750707:5374.43259907
["I","AEK","F","CD","EFJ"]:0.0811551359284:7234.98013656
["AEI","FJL","CEL","","A"]:0.0913329899604:6674.34468874
["C","JL","C","F","BCEFK"]:0.105170348862:6621.74547106
["CJ","EIJK","F","DF","L"]:0.128031030291:6603.4019522
["A","ACL","D","EFH","FG"]:0.110502756079:6769.0449523
["GK","EHJ","EHL","C","K"]:0.136427537755:4771.94052493
["L","BCGHK","G","ACE",""]:0.123370830068:5790.22919171
["FGL","","HJ","EJ","BCE"]:0.0853514290106:6474.01507634
["BDI","","ADHK","FJK",""]:0.0230463173897:4718.28521446
["CEJL","","","FGI","DFI"]:0.0724789090205:7060.10927499
["DF","","CDIL","H","DHL"]:0.0320492460021:6109.43465913
["EF","CI","C","HJL","BF"]:0.0804967418165:6625.79562717
["G","EGI","CIJ","L","DG"]:0.101511311237:6341.67837991
["EJ","IJ","AHL","","CFH"]:0.125166971072:5065.0984003
["CE","L","ACF","DE","EK"]:0.0923697510085:7252.22032885
["HJ","DFJ","L","F","ABD"]:0.146542719308:5154.30796061
["G","AB","CG","KL","BJL"]:0.155379684734:3579.46625607
["AGL","","K","CI","BEFKL"]:0.12979955013:5634.82993634
["K","DFIJ","D","A","AEGH"]:0.081005026176:5861.78259403
["FH","CDK","CF","HJL","I"]:0.109234162031:7131.18440291
["FL","BEJ","BKL","","DFK"]:0.119838971321:6239.23819006
["","GJL","HKL","I","CJKL"]:0.108712588175:4885.54225598
["IKL","BD","HJ","HK","CE"]:0.0581221777514:5617.00719431
["AHL","EGL","DF","L","BD"]:0.130482267023:6014.53172695
["EFH","AF","BE","ABJ","B"]:0.0827968777402:6172.45480398
["CDFL","BCF","IK","J","K"]:0.0483474495305:7321.99563099
["EGI","D","AEG","GK","FK"]:0.0633750060614:6953.04173233
["CFIJ","","IL","KL","BEK"]:0.101488174164:6010.68240272
["EF","BJ","CEI","F","AHI"]:0.122059648448:7403.91409827
["AEIL","E","H","CD","CFI"]:0.0662510616457:7520.0600934
["EFJL","","","ACEK","CEF"]:0.0587865449499:8002.23885543
["AI","FI","ACEFI","","EL"]:0.102349415765:7848.55025907
["BEH","E","I","EFGH","EK"]:0.0720906590705:6072.58057936
["FK","HJ","BCF","CE","AH"]:0.135289914188:6609.56642835
["CL","I","CDI","ACK","CF"]:0.0930488486213:7529.55704288
["CEL","IL","C","CI","EFK"]:0.0833883006156:8159.12270766
["CDFGL","L","C","GI","CI"]:0.111181791941:7758.71300103
["","AGH","BGL","AEF","CH"]:0.145628268478:4482.091544
["DIL","BFH","DFG","CI",""]:0.0543679145555:7289.74535802
["AF","AF","BE","B","DFJL"]:0.0609367048386:6566.701949
["DE","CDF","DKL","BH","D"]:0.0246372143095:7392.17190465
["H","ADEF","","CEGIK","K"]:0.0385810119791:6669.13638704
["BCGL","ADK","B","E","FH"]:0.140165374563:6186.32837271
["","ABEFI","K","BCK","FJ"]:0.0450479249506:6254.89108623
["AEFK","I","FI","AE","AE"]:0.0598775350397:7383.20195053
["GJ","AE","CEGL","DE","K"]:0.129419785549:7737.26737991
["JL","G","I","CDEG","BDE"]:0.102377379129:7243.45850478
["ACEJ","DI","","GI","BCJL"]:0.0789200526037:7691.15760737
["BGI","GL","BEGH","E","EJ"]:0.13343417921:6338.97342887
["","EIK","BC","ADHK","CFH"]:0.0504789719602:6246.95120963
["HI","CE","CHIJK","BE","K"]:0.0300609755047:6934.21843189
["J","BKL","FL","BCF","FGJ"]:0.145883376306:7211.80445407
["GL","EFG","AH","CK","ABH"]:0.173817441743:4972.18269389
["AGHI","ACJ","K","IL","FL"]:0.113705207723:6361.72642164
["FK","ADEL","","BDFJ","CE"]:0.070898384015:8031.81330273
["DJL","G","CDEI","HL","EF"]:0.118827300184:7666.60762268
["H","KL","ADFL","F","GHJK"]:0.147199694713:5422.60679244
["DEFJ","","HIJ","","BDFIK"]:0.0293666587421:6409.57521971
["BDF","","CDEJK","","DGHJ"]:0.0343163587685:7279.61451914
["CFHL","AEGJ","F","BG","B"]:0.131037774194:6882.77610146
["AEFL","BEL","EF","IJ","C"]:0.0986993025809:8323.84449095
["EJL","BDJ","EF","AI","AK"]:0.0968536674424:6594.97168498
["C","BEF","CF","FK","BCIJ"]:0.0789782779507:8570.89224462
["BEHI","BL","CEI","FH","J"]:0.149924046025:6885.97488534
["FHJ","CDEK","FG","I","AJ"]:0.0870482332492:7731.591251
["EIL","IJ","ABDH","BK","H"]:0.0949200455115:5187.57770888
["CK","AGI","DEJ","BE","HL"]:0.127135395176:6273.85088027
["BDG","EFHL","ADL","EI",""]:0.0558889883866:7561.3474315
["GHKL","AIJ","","FI","BCE"]:0.157706517057:6056.53324366
["DFI","FK","H","EHJL","FJ"]:0.0733329459507:6744.36315396
["BFI","AB","BGK","FHJ","H"]:0.117164032135:4495.39910353
["CGJ","A","BJ","CDH","ACD"]:0.0757333950643:7316.01058387
["CJ","BI","GL","CGI","DEF"]:0.144744547397:7751.7900409
["I","DGI","CIL","BL","DGJ"]:0.0974106038641:6878.97149315
["F","ADEI","F","BK","FHJL"]:0.0858605122809:6745.84019792
["AEFG","CDI","","DH","ADE"]:0.0467355544684:8194.22568264
["BE","CE","FK","CFL","CHJ"]:0.120836341901:9137.53021218
["D","CDE","D","BHK","ACFI"]:0.038898763695:7722.82541526
["EG","CDEL","FK","EH","FJ"]:0.100739463352:7560.00253434
["ADEFK","FG","A","B","DGH"]:0.0566130295302:6977.91557011
["BGH","L","CGJ","EI","CDE"]:0.135205447007:7302.14731846
["C","ADL","IK","CH","BCGIL"]:0.0677222916784:6758.24576627
["BHIK","GJ","BDIJ","","BHL"]:0.165791727407:4959.57078397
["E","AD","CG","BFGL","ABHJ"]:0.108572748153:6210.03452503
["CF","","DEFGL","EHJ","GIK"]:0.0892178227266:8653.86944507
["AC","CFKL","A","FJL","CDG"]:0.0644780575336:7950.30937641
["ADEK","FG","BDEJ","BF","J"]:0.0890860207335:8194.53334051
["EIL","BGJL","AJ","DF","AI"]:0.116155345718:7272.17894314
["K","DH","BDI","BCE","EFIK"]:0.0448066514697:7866.8298913
["BDEJ","C","DEGL","DI","EI"]:0.0641815924954:8782.89066226
["EF","BCDHJ","","CEJ","DIK"]:0.0626774333772:8440.50775718
["DHIL","BGIK","DEG","","CD"]:0.0538269056722:8201.47448764
["BL","ABEFHK","I","J","GHL"]:0.155782579267:5509.88264518
["BHJL","EGL","EJ","L","FGH"]:0.155211940757:7024.11649278
["ACF","DH","EFL","EJ","EKL"]:0.095056420318:8699.95191538
["J","BDEF","BFK","G","BIJK"]:0.116945325298:6913.18864539
["CGL","AF","","ABEH","FHJL"]:0.149945194905:6109.52971362
["BG","CEL","DF","CEFL","EF"]:0.134476554176:9816.73199924
["F","EFIK","ACGJL","BL","I"]:0.151439006977:7911.63609546
["K","DI","CE","EGHI","ACFL"]:0.0676777975445:8570.9696474
["J","BCFJ","DF","AFH","DGI"]:0.0946133478025:7922.13632653
["BL","B","DF","EF","ACEGJK"]:0.137645087005:7750.7374731
["ABEHJ","DEF","B","I","FGI"]:0.0716974132018:7683.29896355
["BDJ","CE","CDF","FK","EGI"]:0.0907607845893:9573.26165541
["CGHIL","BEI","L","GI","IJ"]:0.12866682015:7365.48097496
["K","GL","ADGJ","EGI","FGH"]:0.120608067473:6672.14043916
["EF","BDEFL","E","CEJ","IK"]:0.0892151924892:9281.70744188
["BDFJK","AEF","CJ","","CDF"]:0.0459774102151:8802.1239614
["EHJL","ABK","GIJ","FI","AI"]:0.125075280109:7009.28781707
["BGHJ","ABEH","KL","FK","FG"]:0.154344485755:6673.43389667
["CFJ","CFIK","BFGH","","ABJ"]:0.0745814189782:8357.30693868
["ACD","C","ABI","JK","ACGIJ"]:0.0511647460788:7741.72572072
["AF","AJ","DK","EGI","CEFGL"]:0.096069730108:9214.48039123
["CEGK","ABFJ","HIJK","D","G"]:0.0618944556618:7709.83694438
["J","DEG","CFH","CEFG","BDI"]:0.0987076278271:9989.14844108
["GJ","ABF","DFL","EFJKL","D"]:0.105282381262:8334.40593536
["BCEG","AHI","A","L","CFIJL"]:0.137640433017:8254.2002762
["L","","","","AHL"]:0.108988376952:912.68933894
["","","","","AGHL"]:0.123701618888:889.076940736
["AGHL","K","","","ABH"]:0.166317550762:1690.95207788
["L","","","","BH"]:0.1194854701:683.503903747
["L","","","","ABH"]:0.1308426201:845.646161971
["L","E","","","ABH"]:0.13281087375:1475.65115034
["AGHL","K","F","E","BHK"]:0.192933684215:3240.30318981
["AGHL","CK","F","E","BHK"]:0.193973841628:3859.82065584
["L","","","",""]:0.0614052:365.935437922
["L","","G","","BH"]:0.139746767687:1111.24192463
["AGHL","K","","","BHK"]:0.172281955762:1639.90984253
["GHL","K","","","BK"]:0.139338490137:1398.83973232
["GHL","K","","","BHK"]:0.160924805763:1457.89897008
["AGHL","J","","","HK"]:0.186891136677:1677.11251152
["AGHL","J","","","BHK"]:0.203994697881:1834.59795905
["AGHL","J","G","","BHK"]:0.204522538956:2262.33597993
["AGHL","","","","BH"]:0.166317550762:1275.08957281
["AGHL","BK","FG","EFL","FHIJK"]:0.209553133112:7153.75328465
["AGHJL","BGK","FG","EFL","FHIK"]:0.159432700342:8307.63808337
["AGHL","BGK","FG","EFL","FHIJK"]:0.210537259937:7513.47755662
["AGHL","BK","F","E","HKL"]:0.196078684215:3510.96153477
["AGHL","BK","F","EL","HIJK"]:0.209267847382:5104.07045623
["GHL","BK","F","E","HKL"]:0.184721534215:3328.95066231
["AGHL","BK","F","E","AHKL"]:0.194625512857:4207.02188279
["AGH","BK","F","EL","HIJK"]:0.201127596313:4862.78493893
["AGHJL","BK","F","EL","HIK"]:0.195740046027:5893.57207381
["AGHL","BJK","F","EL","HIJK"]:0.199939553203:5714.13119649
["AGHL","BFK","F","EL","HIJK"]:0.195155746716:6316.96580623
["AGHL","K","","E","BH"]:0.172281955762:2126.87527458
["AGHL","K","","E","ABHK"]:0.164610624547:2874.98790613
["HL","K","","","BHK"]:0.130257258175:1112.68960569
["L","K","","","ABHK"]:0.123499765353:1685.33678215
["","","","","AHK"]:0.0484343283023:419.987755366
["","","","","AHL"]:0.102016305077:575.78862826
["AGL","HKL","","","BK"]:0.153840640137:1876.72643121
["AGL","HKL","","","ABHK"]:0.164390502982:2572.79827765
["AGL","HKL","G","","BHK"]:0.175954796837:2363.52368985
["AGHL","BGK","F","EFL","FHIJK"]:0.210077864746:6877.46865318
["AGHL","BK","F","L","HKL"]:0.19843203729:3254.73426665
["AGHL","BGK","F","EFL","FHIK"]:0.204652688825:6651.97226199
["AGL","BGK","F","EFL","FHIJK"]:0.1986264901:6810.37981336
["AGHL","BGK","F","CEFL","FHIJK"]:0.210077864746:7896.04579227
["AGHL","BGIK","F","EFL","FHIJK"]:0.199470996362:8009.94129054
["AGHL","BK","F","","HKL"]:0.19109840604:2912.89607985
["AGHL","BK","F","L","HIKL"]:0.20126163874:4103.00693249
["AGHL","BK","F","","AHL"]:0.18513400104:2952.19051541
["AGHL","BK","F","L","HJK"]:0.202226682241:3483.05428199
["AGHL","BK","F","L","AHJK"]:0.19914053992:3763.7072373
["","B","","","AGHL"]:0.146262896962:1157.7819518
["AGL","K","","","HJK"]:0.160016771141:1879.93199481
["AG","","","","BH"]:0.100104967688:909.9092821
["AGL","","","","BFH"]:0.14099361365:2311.8422796
["AGHL","BK","","","HJ"]:0.179751765112:1954.68318325
["AGHL","BK","","","CHJK"]:0.178249285802:3181.74543737
["AGHL","BJK","","","HJK"]:0.170304453316:2748.94894309
["AGHL","BK","","L","HKL"]:0.180762511337:2252.40637429
["AGHJL","BK","","L","HKL"]:0.169694794503:3272.06329223
["AFGHL","BK","","L","HKL"]:0.162460011212:3873.72219902
["AGHL","BJK","F","L","HKL"]:0.206201502932:3864.79500691
["AHL","","","","BGH"]:0.155911300763:1225.7487191
["AGHL","JK","F","E","BHK"]:0.219218311183:3708.2213422
["AGHL","BK","FL","E","HIK"]:0.20288968102:4437.84746671
["","","","","HK"]:0.0339722308023:271.183041172
["","KL","","","BHK"]:0.118188740725:978.514659138
["AGL","BHK","","E","JK"]:0.181974122715:2620.42721799
["AGL","HK","F","","BHK"]:0.189951481715:2641.51616349
["AHL","BK","F","E","HIK"]:0.178682662267:3576.93001269
["AGHL","BK","F","EL","HJK"]:0.207206960416:4670.64377657
["AGHL","BGK","F","EL","FHIJK"]:0.205281802359:6176.54616288
["AGL","BHJK","","","BHK"]:0.196696111347:2497.35031932
["L","","","","H"]:0.0913812794523:530.231423326
["","","","J","H"]:0.0299760794523:604.337021042
["","G","","",""]:0.0210259488375:431.633638931
["AGHL","BK","F","EL","FHJK"]:0.201127498033:5396.47965666
["AGHL","K","F","EL","BFHIJK"]:0.184969159844:5909.44875291
["AGHL","BK","BF","EL","FHIJK"]:0.19916727528:6141.80589953
["AFGHL","BK","","EL","HJK"]:0.167627806906:5289.63170895
["AGHL","BIK","F","EL","HJK"]:0.195829865482:5520.20426969
["AL","BHK","F","EL","HJKL"]:0.185324670321:4741.03698341
["AFGL","BHK","","EL","HJKL"]:0.171071394738:5666.63268124
["AGL","BHJK","F","EL","HJKL"]:0.190626581751:5770.55587274
["AGL","BHK","FL","EL","HJKL"]:0.20600717476:5599.57513877
["AGHL","BJK","","F","HJK"]:0.186786307296:3766.98136888
["","","","","JK"]:0.0432857319039:619.955203711
["AGH","BK","FL","E","HIK"]:0.166304849942:4143.9608818
["AGHL","BK","FL","E","AHIK"]:0.195094205708:4720.95347388
["AGHL","BK","FJ","EL","FHIJK"]:0.190603426281:6077.51477021
["L","","J","","H"]:0.0913812794523:978.166378557
["AGHL","BK","F","EF","HIJK"]:0.21097123045:5392.96411391
["GHL","BGK","FG","EFL","FHIJK"]:0.199180109937:7331.46668416
